name,api_url,pkdx_id,weight,height,exp,ntypes,egg_group_1,egg_group_2,type_1,type_2,url_image_api,id,pokemon,hp,attack,defense,special_attack,special_defense,speed,total,average,url_icon_bp,url_detail_bp,url_image_bp,color_t1,color_t2,color_tp
crustle,api/v1/pokemon/558/,558,2000,14,166,2,Bug,Mineral,rock,bug,http://pokeapi.co/media/img/558.png,558,Crustle,70,95,125,65,75,45,475,79.17,http://cdn.bulbagarden.net/upload/e/e3/558MS.png,http://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/19/558Crustle.png/250px-558Crustle.png,#B8A038,#A8B820,#B4A532
scraggy,api/v1/pokemon/559/,559,118,6,70,2,Ground,Dragon,fighting,dark,http://pokeapi.co/media/img/559.png,559,Scraggy,50,75,70,35,70,48,348,58,http://cdn.bulbagarden.net/upload/0/09/559MS.png,http://bulbapedia.bulbagarden.net/wiki/Scraggy_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/dc/559Scraggy.png/250px-559Scraggy.png,#C03028,#705848,#AE382F
scrafty,api/v1/pokemon/560/,560,300,11,171,2,Ground,Dragon,fighting,dark,http://pokeapi.co/media/img/560.png,560,Scrafty,65,90,115,45,115,58,488,81.33,http://cdn.bulbagarden.net/upload/a/a3/560MS.png,http://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/e8/560Scrafty.png/250px-560Scrafty.png,#C03028,#705848,#AE382F
sigilyph,api/v1/pokemon/561/,561,140,14,172,2,Flying,NA,flying,psychic,http://pokeapi.co/media/img/561.png,561,Sigilyph,72,58,80,103,80,97,490,81.67,http://cdn.bulbagarden.net/upload/7/76/561MS.png,http://bulbapedia.bulbagarden.net/wiki/Sigilyph_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/67/561Sigilyph.png/250px-561Sigilyph.png,#A890F0,#F85888,#B983D8
yamask,api/v1/pokemon/562/,562,15,5,61,1,Mineral,Indeterminate,ghost,NA,http://pokeapi.co/media/img/562.png,562,Yamask,38,30,85,55,65,30,303,50.5,http://cdn.bulbagarden.net/upload/a/a9/562MS.png,http://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a4/562Yamask.png/250px-562Yamask.png,#705898,#705898,#8F7DAE
cofagrigus,api/v1/pokemon/563/,563,765,17,169,1,Mineral,Indeterminate,ghost,NA,http://pokeapi.co/media/img/563.png,563,Cofagrigus,58,50,145,95,105,30,483,80.5,http://cdn.bulbagarden.net/upload/9/9b/563MS.png,http://bulbapedia.bulbagarden.net/wiki/Cofagrigus_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/f8/563Cofagrigus.png/250px-563Cofagrigus.png,#705898,#705898,#8F7DAE
tirtouga,api/v1/pokemon/564/,564,165,7,71,2,Water1,Water3,rock,water,http://pokeapi.co/media/img/564.png,564,Tirtouga,54,78,103,53,45,22,355,59.17,http://cdn.bulbagarden.net/upload/f/f7/564MS.png,http://bulbapedia.bulbagarden.net/wiki/Tirtouga_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/1a/564Tirtouga.png/250px-564Tirtouga.png,#B8A038,#6890F0,#A69C60
carracosta,api/v1/pokemon/565/,565,810,12,173,2,Water1,Water3,rock,water,http://pokeapi.co/media/img/565.png,565,Carracosta,74,108,133,83,65,32,495,82.5,http://cdn.bulbagarden.net/upload/a/a3/565MS.png,http://bulbapedia.bulbagarden.net/wiki/Carracosta_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/d0/565Carracosta.png/250px-565Carracosta.png,#B8A038,#6890F0,#A69C60
archen,api/v1/pokemon/566/,566,95,5,71,2,Flying,Water3,flying,rock,http://pokeapi.co/media/img/566.png,566,Archen,55,112,45,74,45,70,401,66.83,http://cdn.bulbagarden.net/upload/8/8a/566MS.png,http://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a3/566Archen.png/250px-566Archen.png,#A890F0,#B8A038,#AB93C7
archeops,api/v1/pokemon/567/,567,320,14,177,2,Flying,Water3,flying,rock,http://pokeapi.co/media/img/567.png,567,Archeops,75,140,65,112,65,110,567,94.5,http://cdn.bulbagarden.net/upload/a/a9/567MS.png,http://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/14/567Archeops.png/250px-567Archeops.png,#A890F0,#B8A038,#AB93C7
trubbish,api/v1/pokemon/568/,568,310,6,66,1,Mineral,NA,poison,NA,http://pokeapi.co/media/img/568.png,568,Trubbish,50,50,62,40,62,65,329,54.83,http://cdn.bulbagarden.net/upload/d/d8/568MS.png,http://bulbapedia.bulbagarden.net/wiki/Trubbish_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/e2/568Trubbish.png/250px-568Trubbish.png,#A040A0,#A040A0,#B56AB5
garbodor,api/v1/pokemon/569/,569,1073,19,166,1,Mineral,NA,poison,NA,http://pokeapi.co/media/img/569.png,569,Garbodor,80,95,82,60,82,75,474,79,http://cdn.bulbagarden.net/upload/2/2e/569MS.png,http://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c4/569Garbodor.png/250px-569Garbodor.png,#A040A0,#A040A0,#B56AB5
zorua,api/v1/pokemon/570/,570,125,7,66,1,Ground,NA,dark,NA,http://pokeapi.co/media/img/570.png,570,Zorua,40,65,40,80,40,65,330,55,http://cdn.bulbagarden.net/upload/d/d5/570MS.png,http://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/2b/570Zorua.png/250px-570Zorua.png,#705848,#705848,#8F7D70
zoroark,api/v1/pokemon/571/,571,811,16,179,1,Ground,NA,dark,NA,http://pokeapi.co/media/img/571.png,571,Zoroark,60,105,60,120,60,105,510,85,http://cdn.bulbagarden.net/upload/b/bd/571MS.png,http://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a6/571Zoroark.png/250px-571Zoroark.png,#705848,#705848,#8F7D70
minccino,api/v1/pokemon/572/,572,58,4,60,1,Ground,NA,normal,NA,http://pokeapi.co/media/img/572.png,572,Minccino,55,50,40,40,40,75,300,50,http://cdn.bulbagarden.net/upload/b/b7/572MS.png,http://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/ec/572Minccino.png/250px-572Minccino.png,#A8A878,#A8A878,#BBBB96
cinccino,api/v1/pokemon/573/,573,75,5,165,1,Ground,NA,normal,NA,http://pokeapi.co/media/img/573.png,573,Cinccino,75,95,60,65,60,115,470,78.33,http://cdn.bulbagarden.net/upload/8/82/573MS.png,http://bulbapedia.bulbagarden.net/wiki/Cinccino_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/9/94/573Cinccino.png/250px-573Cinccino.png,#A8A878,#A8A878,#BBBB96
gothita,api/v1/pokemon/574/,574,58,4,58,1,Human-like,NA,psychic,NA,http://pokeapi.co/media/img/574.png,574,Gothita,45,30,50,55,65,45,290,48.33,http://cdn.bulbagarden.net/upload/5/57/574MS.png,http://bulbapedia.bulbagarden.net/wiki/Gothita_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/71/574Gothita.png/250px-574Gothita.png,#F85888,#F85888,#F97DA2
gothorita,api/v1/pokemon/575/,575,180,7,137,1,Human-like,NA,psychic,NA,http://pokeapi.co/media/img/575.png,575,Gothorita,60,45,70,75,85,55,390,65,http://cdn.bulbagarden.net/upload/7/75/575MS.png,http://bulbapedia.bulbagarden.net/wiki/Gothorita_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/67/575Gothorita.png/250px-575Gothorita.png,#F85888,#F85888,#F97DA2
gothitelle,api/v1/pokemon/576/,576,440,15,221,1,Human-like,NA,psychic,NA,http://pokeapi.co/media/img/576.png,576,Gothitelle,70,55,95,95,110,65,490,81.67,http://cdn.bulbagarden.net/upload/b/be/576MS.png,http://bulbapedia.bulbagarden.net/wiki/Gothitelle_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/38/576Gothitelle.png/250px-576Gothitelle.png,#F85888,#F85888,#F97DA2
solosis,api/v1/pokemon/577/,577,10,3,58,1,Indeterminate,NA,psychic,NA,http://pokeapi.co/media/img/577.png,577,Solosis,45,30,40,105,50,20,290,48.33,http://cdn.bulbagarden.net/upload/7/7e/577MS.png,http://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/1e/577Solosis.png/250px-577Solosis.png,#F85888,#F85888,#F97DA2
duosion,api/v1/pokemon/578/,578,80,6,130,1,Indeterminate,NA,psychic,NA,http://pokeapi.co/media/img/578.png,578,Duosion,65,40,50,125,60,30,370,61.67,http://cdn.bulbagarden.net/upload/6/64/578MS.png,http://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/83/578Duosion.png/250px-578Duosion.png,#F85888,#F85888,#F97DA2
reuniclus,api/v1/pokemon/579/,579,201,10,221,1,Indeterminate,NA,psychic,NA,http://pokeapi.co/media/img/579.png,579,Reuniclus,110,65,75,125,85,30,490,81.67,http://cdn.bulbagarden.net/upload/7/77/579MS.png,http://bulbapedia.bulbagarden.net/wiki/Reuniclus_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/19/579Reuniclus.png/250px-579Reuniclus.png,#F85888,#F85888,#F97DA2
ducklett,api/v1/pokemon/580/,580,55,5,61,2,Water1,Flying,flying,water,http://pokeapi.co/media/img/580.png,580,Ducklett,62,44,50,44,50,55,305,50.83,http://cdn.bulbagarden.net/upload/e/e7/580MS.png,http://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/4b/580Ducklett.png/250px-580Ducklett.png,#A890F0,#6890F0,#9990F0
swanna,api/v1/pokemon/581/,581,242,13,166,2,Water1,Flying,flying,water,http://pokeapi.co/media/img/581.png,581,Swanna,75,87,63,87,63,98,473,78.83,http://cdn.bulbagarden.net/upload/e/e8/581MS.png,http://bulbapedia.bulbagarden.net/wiki/Swanna_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/76/581Swanna.png/250px-581Swanna.png,#A890F0,#6890F0,#9990F0
vanillite,api/v1/pokemon/582/,582,57,4,61,1,Mineral,NA,ice,NA,http://pokeapi.co/media/img/582.png,582,Vanillite,36,50,50,65,60,44,305,50.83,http://cdn.bulbagarden.net/upload/5/51/582MS.png,http://bulbapedia.bulbagarden.net/wiki/Vanillite_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/3f/582Vanillite.png/250px-582Vanillite.png,#98D8D8,#98D8D8,#AEE0E0
vanillish,api/v1/pokemon/583/,583,410,11,138,1,Mineral,NA,ice,NA,http://pokeapi.co/media/img/583.png,583,Vanillish,51,65,65,80,75,59,395,65.83,http://cdn.bulbagarden.net/upload/7/70/583MS.png,http://bulbapedia.bulbagarden.net/wiki/Vanillish_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/2f/583Vanillish.png/250px-583Vanillish.png,#98D8D8,#98D8D8,#AEE0E0
vanilluxe,api/v1/pokemon/584/,584,575,13,241,1,Mineral,NA,ice,NA,http://pokeapi.co/media/img/584.png,584,Vanilluxe,71,95,85,110,95,79,535,89.17,http://cdn.bulbagarden.net/upload/8/83/584MS.png,http://bulbapedia.bulbagarden.net/wiki/Vanilluxe_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/39/584Vanilluxe.png/250px-584Vanilluxe.png,#98D8D8,#98D8D8,#AEE0E0
deerling,api/v1/pokemon/585/,585,195,6,67,2,Ground,NA,normal,grass,http://pokeapi.co/media/img/585.png,585,Deerling,60,60,50,40,50,75,335,55.83,http://cdn.bulbagarden.net/upload/d/d9/585MS.png,http://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/68/585Deerling-Spring.png/250px-585Deerling-Spring.png,#A8A878,#78C850,#9DAF6F
sawsbuck,api/v1/pokemon/586/,586,925,19,166,2,Ground,NA,normal,grass,http://pokeapi.co/media/img/586.png,586,Sawsbuck,80,100,70,60,70,95,475,79.17,http://cdn.bulbagarden.net/upload/6/64/586MS.png,http://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/8d/586Sawsbuck-Spring.png/250px-586Sawsbuck-Spring.png,#A8A878,#78C850,#9DAF6F
emolga,api/v1/pokemon/587/,587,50,4,150,2,Ground,NA,flying,electric,http://pokeapi.co/media/img/587.png,587,Emolga,55,75,60,75,60,103,428,71.33,http://cdn.bulbagarden.net/upload/9/95/587MS.png,http://bulbapedia.bulbagarden.net/wiki/Emolga_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/b/b4/587Emolga.png/250px-587Emolga.png,#A890F0,#F8D030,#B99EC5
karrablast,api/v1/pokemon/588/,588,59,5,63,1,Bug,NA,bug,NA,http://pokeapi.co/media/img/588.png,588,Karrablast,50,75,45,40,45,60,315,52.5,http://cdn.bulbagarden.net/upload/c/ca/588MS.png,http://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/60/588Karrablast.png/250px-588Karrablast.png,#A8B820,#A8B820,#BBC751
escavalier,api/v1/pokemon/589/,589,330,10,173,2,Bug,NA,bug,steel,http://pokeapi.co/media/img/589.png,589,Escavalier,70,135,105,60,105,20,495,82.5,http://cdn.bulbagarden.net/upload/0/0e/589MS.png,http://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/63/589Escavalier.png/250px-589Escavalier.png,#A8B820,#B8B8D0,#ABB847
foongus,api/v1/pokemon/590/,590,10,2,59,2,Plant,NA,poison,grass,http://pokeapi.co/media/img/590.png,590,Foongus,69,55,45,55,55,15,294,49,http://cdn.bulbagarden.net/upload/8/88/590MS.png,http://bulbapedia.bulbagarden.net/wiki/Foongus_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/cc/590Foongus.png/250px-590Foongus.png,#A040A0,#78C850,#975E8E
amoonguss,api/v1/pokemon/591/,591,105,6,162,2,Plant,NA,poison,grass,http://pokeapi.co/media/img/591.png,591,Amoonguss,114,85,70,85,80,30,464,77.33,http://cdn.bulbagarden.net/upload/2/23/591MS.png,http://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/13/591Amoonguss.png/250px-591Amoonguss.png,#A040A0,#78C850,#975E8E
frillish,api/v1/pokemon/592/,592,330,12,67,2,Indeterminate,NA,ghost,water,http://pokeapi.co/media/img/592.png,592,Frillish,55,40,50,65,85,40,335,55.83,http://cdn.bulbagarden.net/upload/0/09/592MS.png,http://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/88/592Frillish.png/250px-592Frillish.png,#705898,#6890F0,#6E64AB
jellicent,api/v1/pokemon/593/,593,1350,22,168,2,Indeterminate,NA,ghost,water,http://pokeapi.co/media/img/593.png,593,Jellicent,100,60,70,85,105,60,480,80,http://cdn.bulbagarden.net/upload/7/71/593MS.png,http://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/5c/593Jellicent.png/250px-593Jellicent.png,#705898,#6890F0,#6E64AB
alomomola,api/v1/pokemon/594/,594,316,12,165,1,Water1,Water2,water,NA,http://pokeapi.co/media/img/594.png,594,Alomomola,165,75,80,40,45,65,470,78.33,http://cdn.bulbagarden.net/upload/5/5a/594MS.png,http://bulbapedia.bulbagarden.net/wiki/Alomomola_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/10/594Alomomola.png/250px-594Alomomola.png,#6890F0,#6890F0,#89A8F3
joltik,api/v1/pokemon/595/,595,6,1,64,2,Bug,NA,bug,electric,http://pokeapi.co/media/img/595.png,595,Joltik,50,47,50,57,50,65,319,53.17,http://cdn.bulbagarden.net/upload/f/f3/595MS.png,http://bulbapedia.bulbagarden.net/wiki/Joltik_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/f8/595Joltik.png/250px-595Joltik.png,#A8B820,#F8D030,#B9BD23
galvantula,api/v1/pokemon/596/,596,143,8,165,2,Bug,NA,bug,electric,http://pokeapi.co/media/img/596.png,596,Galvantula,70,77,60,97,60,108,472,78.67,http://cdn.bulbagarden.net/upload/c/c4/596MS.png,http://bulbapedia.bulbagarden.net/wiki/Galvantula_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/7a/596Galvantula.png/250px-596Galvantula.png,#A8B820,#F8D030,#B9BD23
ferroseed,api/v1/pokemon/597/,597,188,6,61,2,Plant,Mineral,steel,grass,http://pokeapi.co/media/img/597.png,597,Ferroseed,44,50,91,24,86,10,305,50.83,http://cdn.bulbagarden.net/upload/b/b2/597MS.png,http://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/28/597Ferroseed.png/250px-597Ferroseed.png,#B8B8D0,#78C850,#A9BBB3
ferrothorn,api/v1/pokemon/598/,598,1100,10,171,2,Plant,Mineral,steel,grass,http://pokeapi.co/media/img/598.png,598,Ferrothorn,74,94,131,54,116,20,489,81.5,http://cdn.bulbagarden.net/upload/9/9e/598MS.png,http://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/6c/598Ferrothorn.png/250px-598Ferrothorn.png,#B8B8D0,#78C850,#A9BBB3
klink,api/v1/pokemon/599/,599,210,3,60,1,Mineral,NA,steel,NA,http://pokeapi.co/media/img/599.png,599,Klink,40,55,70,45,60,30,300,50,http://cdn.bulbagarden.net/upload/6/61/599MS.png,http://bulbapedia.bulbagarden.net/wiki/Klink_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/e/ea/599Klink.png/250px-599Klink.png,#B8B8D0,#B8B8D0,#C7C7DA
klang,api/v1/pokemon/600/,600,510,6,154,1,Mineral,NA,steel,NA,http://pokeapi.co/media/img/600.png,600,Klang,60,80,95,70,85,50,440,73.33,http://cdn.bulbagarden.net/upload/3/3a/600MS.png,http://bulbapedia.bulbagarden.net/wiki/Klang_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/80/600Klang.png/250px-600Klang.png,#B8B8D0,#B8B8D0,#C7C7DA
klinklang,api/v1/pokemon/601/,601,810,6,234,1,Mineral,NA,steel,NA,http://pokeapi.co/media/img/601.png,601,Klinklang,60,100,115,70,85,90,520,86.67,http://cdn.bulbagarden.net/upload/2/25/601MS.png,http://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/cf/601Klinklang.png/250px-601Klinklang.png,#B8B8D0,#B8B8D0,#C7C7DA
tynamo,api/v1/pokemon/602/,602,3,2,55,1,Indeterminate,NA,electric,NA,http://pokeapi.co/media/img/602.png,602,Tynamo,35,55,40,45,40,60,275,45.83,http://cdn.bulbagarden.net/upload/e/e1/602MS.png,http://bulbapedia.bulbagarden.net/wiki/Tynamo_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/5e/602Tynamo.png/250px-602Tynamo.png,#F8D030,#F8D030,#F9DA5E
eelektrik,api/v1/pokemon/603/,603,220,12,142,1,Indeterminate,NA,electric,NA,http://pokeapi.co/media/img/603.png,603,Eelektrik,65,85,70,75,70,40,405,67.5,http://cdn.bulbagarden.net/upload/c/cb/603MS.png,http://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/c/c7/603Eelektrik.png/250px-603Eelektrik.png,#F8D030,#F8D030,#F9DA5E
eelektross,api/v1/pokemon/604/,604,805,21,232,1,Indeterminate,NA,electric,NA,http://pokeapi.co/media/img/604.png,604,Eelektross,85,115,80,105,80,50,515,85.83,http://cdn.bulbagarden.net/upload/0/0f/604MS.png,http://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/6c/604Eelektross.png/250px-604Eelektross.png,#F8D030,#F8D030,#F9DA5E
elgyem,api/v1/pokemon/605/,605,90,5,67,1,Human-like,NA,psychic,NA,http://pokeapi.co/media/img/605.png,605,Elgyem,55,55,55,85,55,30,335,55.83,http://cdn.bulbagarden.net/upload/6/6f/605MS.png,http://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/fd/605Elgyem.png/250px-605Elgyem.png,#F85888,#F85888,#F97DA2
beheeyem,api/v1/pokemon/606/,606,345,10,170,1,Human-like,NA,psychic,NA,http://pokeapi.co/media/img/606.png,606,Beheeyem,75,75,75,125,95,40,485,80.83,http://cdn.bulbagarden.net/upload/5/53/606MS.png,http://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/2/2c/606Beheeyem.png/250px-606Beheeyem.png,#F85888,#F85888,#F97DA2
litwick,api/v1/pokemon/607/,607,31,3,55,2,Indeterminate,NA,ghost,fire,http://pokeapi.co/media/img/607.png,607,Litwick,50,30,55,65,55,20,275,45.83,http://cdn.bulbagarden.net/upload/7/7c/607MS.png,http://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/8e/607Litwick.png/250px-607Litwick.png,#705898,#F08030,#8C6080
lampent,api/v1/pokemon/608/,608,130,6,130,2,Indeterminate,NA,ghost,fire,http://pokeapi.co/media/img/608.png,608,Lampent,60,40,60,95,60,55,370,61.67,http://cdn.bulbagarden.net/upload/0/04/608MS.png,http://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/a/a5/608Lampent.png/250px-608Lampent.png,#705898,#F08030,#8C6080
chandelure,api/v1/pokemon/609/,609,343,10,234,2,Indeterminate,NA,ghost,fire,http://pokeapi.co/media/img/609.png,609,Chandelure,60,55,90,145,90,80,520,86.67,http://cdn.bulbagarden.net/upload/3/39/609MS.png,http://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/6/65/609Chandelure.png/250px-609Chandelure.png,#705898,#F08030,#8C6080
axew,api/v1/pokemon/610/,610,180,6,64,1,Monster,Dragon,dragon,NA,http://pokeapi.co/media/img/610.png,610,Axew,46,87,60,30,40,57,320,53.33,http://cdn.bulbagarden.net/upload/0/0c/610MS.png,http://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/5/5c/610Axew.png/250px-610Axew.png,#7038F8,#7038F8,#8F64F9
fraxure,api/v1/pokemon/611/,611,360,10,144,1,Monster,Dragon,dragon,NA,http://pokeapi.co/media/img/611.png,611,Fraxure,66,117,70,40,50,67,410,68.33,http://cdn.bulbagarden.net/upload/1/1d/611MS.png,http://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/0/05/611Fraxure.png/250px-611Fraxure.png,#7038F8,#7038F8,#8F64F9
haxorus,api/v1/pokemon/612/,612,1055,18,243,1,Monster,Dragon,dragon,NA,http://pokeapi.co/media/img/612.png,612,Haxorus,76,147,90,60,70,97,540,90,http://cdn.bulbagarden.net/upload/5/5d/612MS.png,http://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/8/8f/612Haxorus.png/250px-612Haxorus.png,#7038F8,#7038F8,#8F64F9
cubchoo,api/v1/pokemon/613/,613,85,5,61,1,Ground,NA,ice,NA,http://pokeapi.co/media/img/613.png,613,Cubchoo,55,70,40,60,40,40,305,50.83,http://cdn.bulbagarden.net/upload/f/fe/613MS.png,http://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/7/72/613Cubchoo.png/250px-613Cubchoo.png,#98D8D8,#98D8D8,#AEE0E0
beartic,api/v1/pokemon/614/,614,2600,26,170,1,Ground,NA,ice,NA,http://pokeapi.co/media/img/614.png,614,Beartic,95,110,80,70,80,50,485,80.83,http://cdn.bulbagarden.net/upload/f/f9/614MS.png,http://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/40/614Beartic.png/250px-614Beartic.png,#98D8D8,#98D8D8,#AEE0E0
cryogonal,api/v1/pokemon/615/,615,1480,11,170,1,Mineral,NA,ice,NA,http://pokeapi.co/media/img/615.png,615,Cryogonal,70,50,30,95,135,105,485,80.83,http://cdn.bulbagarden.net/upload/d/d9/615MS.png,http://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/1/11/615Cryogonal.png/250px-615Cryogonal.png,#98D8D8,#98D8D8,#AEE0E0
shelmet,api/v1/pokemon/616/,616,77,4,61,1,Bug,NA,bug,NA,http://pokeapi.co/media/img/616.png,616,Shelmet,50,40,85,40,65,25,305,50.83,http://cdn.bulbagarden.net/upload/d/da/616MS.png,http://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/f/f6/616Shelmet.png/250px-616Shelmet.png,#A8B820,#A8B820,#BBC751
accelgor,api/v1/pokemon/617/,617,253,8,173,1,Bug,NA,bug,NA,http://pokeapi.co/media/img/617.png,617,Accelgor,80,70,40,100,60,145,495,82.5,http://cdn.bulbagarden.net/upload/3/33/617MS.png,http://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/3/34/617Accelgor.png/250px-617Accelgor.png,#A8B820,#A8B820,#BBC751
stunfisk,api/v1/pokemon/618/,618,110,7,165,2,Water1,Indeterminate,ground,electric,http://pokeapi.co/media/img/618.png,618,Stunfisk,109,66,84,81,99,32,471,78.5,http://cdn.bulbagarden.net/upload/3/31/618MS.png,http://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/d/d2/618Stunfisk.png/250px-618Stunfisk.png,#E0C068,#F8D030,#E5C35B
mienfoo,api/v1/pokemon/619/,619,200,9,70,1,Ground,Human-like,fighting,NA,http://pokeapi.co/media/img/619.png,619,Mienfoo,45,85,50,55,50,65,350,58.33,http://cdn.bulbagarden.net/upload/a/a9/619MS.png,http://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon),http://cdn.bulbagarden.net/upload/thumb/4/41/619Mienfoo.png/250px-619Mienfoo.png,#C03028,#C03028,#CE5E57
